dataset_id,score_function,feature_extractor,alignment,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,score
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,2,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,left,left,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,3,right,right,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,4,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,left,left,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,5,right,right,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,0,6,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,2,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,left,left,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,3,right,right,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,4,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,left,left,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,5,right,right,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,1,6,left,left,thumb,thumb,1,1,1,1,
